,Overall,Value,Rooms,Location,Cleanliness,Check in / front desk,Service,Business service
5457,2,2,3,1,3,1,2,2
5458,2,2,1,-1,1,-1,2,-1
5459,2,2,1,5,2,5,3,3
5460,2,1,3,3,2,2,2,-1
5461,2,3,2,4,2,3,3,3
5462,2,2,1,4,3,5,2,4
5463,2,2,2,3,3,4,4,3
5464,2,1,2,4,3,2,2,-1
5465,2,3,1,-1,2,-1,2,-1
5466,2,1,3,4,3,1,1,1
5467,2,2,2,2,2,2,1,2
5468,2,2,2,4,3,1,3,2
5469,2,4,2,-1,3,-1,3,-1
5470,2,1,2,-1,2,-1,4,-1
5471,2,5,5,2,5,3,2,5
5472,2,2,2,5,2,1,1,1
5473,2,1,4,4,5,1,3,-1
5474,2,2,4,4,4,3,1,-1
5475,2,2,3,-1,2,-1,1,-1
5476,2,3,1,-1,2,-1,3,-1
5477,2,2,1,5,2,4,3,-1
5478,2,2,2,4,3,3,2,2
5479,2,4,2,5,2,5,5,4
5480,2,2,2,4,3,3,3,1
5481,2,2,2,5,3,2,3,-1
5482,2,2,3,4,4,1,2,3
5483,2,2,2,5,2,4,3,2
5484,2,2,2,-1,3,-1,2,-1
5485,2,2,3,-1,3,-1,2,-1
5486,2,1,2,5,5,1,1,5
5487,2,2,2,2,2,3,3,1
5488,2,2,4,3,4,-1,4,-1
5489,2,2,3,2,2,3,3,1
5490,2,3,4,-1,3,-1,4,-1
5491,2,1,1,2,3,1,1,1
5492,2,2,3,3,5,5,5,3
5493,2,2,2,4,2,2,4,3
5494,2,2,1,3,2,3,3,3
5495,2,2,5,4,5,1,2,3
5496,2,2,3,4,3,5,3,2
5497,2,2,1,3,3,5,3,2
5498,2,2,2,3,2,2,2,-1
5499,2,1,1,4,2,3,3,1
5500,2,2,4,3,4,1,3,-1
5501,2,2,3,3,4,3,3,-1
5502,2,2,3,5,3,3,3,-1
5503,2,2,3,1,3,1,2,-1
5504,2,2,2,-1,3,3,3,-1
5505,2,3,2,-1,3,-1,3,-1
5506,2,2,3,2,2,3,4,5
5507,2,2,1,3,4,2,3,-1
5508,2,1,1,2,2,3,2,-1
5509,2,3,2,5,5,5,4,-1
5510,2,2,2,3,2,2,2,2
5511,2,2,2,4,4,1,2,1
5512,2,5,4,3,5,5,5,5
5513,2,2,1,4,1,3,3,-1
5514,2,2,2,-1,3,-1,1,-1
5515,2,1,4,-1,4,-1,2,-1
5516,2,4,2,3,3,3,3,-1
5517,2,3,3,2,3,1,1,1
5518,2,2,2,-1,3,-1,1,-1
5519,2,-1,4,5,4,5,3,4
5520,2,4,3,4,4,3,3,2
5521,2,3,4,5,3,4,4,3
5522,2,3,4,4,4,2,3,3
5523,2,1,4,4,4,2,2,5
5524,2,2,2,2,1,2,2,4
5525,2,2,4,2,5,4,3,1
5526,2,1,5,-1,5,-1,2,-1
5527,2,2,5,2,5,1,2,4
5528,2,2,3,3,4,2,2,3
5529,2,3,2,3,4,4,4,4
5530,2,2,4,-1,4,-1,2,-1
5531,2,1,1,5,3,2,2,1
5532,2,4,3,-1,3,-1,3,-1
5533,2,3,4,4,4,2,3,4
5534,2,3,2,-1,3,-1,2,-1
5535,2,1,3,3,3,1,1,1
5536,2,2,3,4,4,1,1,1
5537,2,3,3,-1,3,-1,3,-1
5538,2,3,4,5,5,4,4,4
5539,2,3,2,3,2,3,3,1
5540,2,1,4,1,5,4,4,3
5541,2,1,2,-1,3,-1,2,-1
5542,2,2,3,2,3,3,2,2
5543,2,2,3,4,3,2,3,1
5544,2,2,3,4,3,3,1,-1
5545,2,3,3,3,3,2,3,-1
5546,2,2,2,-1,3,-1,3,-1
5547,2,3,4,4,4,3,3,3
5548,2,4,2,-1,4,-1,4,-1
5549,2,1,1,3,4,1,1,-1
5550,2,2,1,5,1,2,1,1
5551,2,3,3,3,2,3,2,3
5552,2,3,3,4,2,4,4,2
5553,2,2,1,4,1,4,4,-1
5554,2,3,3,3,1,1,1,2
5555,2,2,3,3,3,1,3,3
5556,2,2,2,2,3,1,2,2
5557,2,2,2,3,3,2,3,1
5558,2,2,1,-1,2,-1,2,-1
5559,2,2,4,4,4,2,2,-1
5560,2,2,1,4,1,3,2,1
5561,2,3,2,3,3,4,3,2
5562,2,3,4,4,3,2,1,-1
5563,2,3,3,-1,3,-1,3,-1
5564,2,2,4,4,3,3,2,-1
5565,2,3,4,4,4,3,3,-1
5566,2,3,2,-1,4,-1,2,-1
5567,2,3,1,4,1,1,3,3
5568,2,2,2,2,2,3,2,3
5569,2,2,2,3,2,2,1,-1
5570,2,2,1,1,3,1,1,-1
5571,2,2,2,3,2,3,3,3
5572,2,3,3,4,4,4,4,1
5573,2,3,1,5,1,3,5,2
5574,2,2,3,2,3,3,3,-1
5575,2,2,4,4,4,2,2,2
5576,2,4,3,-1,3,-1,3,-1
5577,2,3,4,3,3,3,2,3
5578,2,2,5,-1,3,-1,2,-1
5579,2,2,1,1,2,2,2,1
5580,2,2,2,3,3,2,3,1
5581,2,2,3,4,3,1,1,1
5582,2,2,1,4,2,3,3,1
5583,2,2,2,4,4,1,1,-1
5584,2,4,4,4,4,3,3,4
5585,2,2,3,2,2,1,1,2
5586,2,2,2,4,4,2,4,3
5587,2,2,2,-1,3,-1,1,-1
5588,2,2,1,3,1,1,2,1
5589,2,2,5,2,5,5,5,-1
5590,2,2,2,4,5,3,1,-1
5591,2,4,5,5,3,5,5,-1
5592,2,2,2,2,2,2,1,3
5593,2,2,3,5,2,1,1,-1
5594,2,2,2,5,2,5,4,4
5595,2,4,4,4,3,4,3,-1
5596,2,3,4,4,4,3,2,-1
5597,2,2,3,3,4,1,1,-1
5598,2,1,1,4,1,1,2,-1
5599,2,2,4,3,4,2,2,-1
5600,2,2,3,4,3,2,2,-1
5601,2,2,3,3,3,1,1,2
5602,2,2,4,-1,3,-1,2,-1
5603,2,2,2,3,3,3,3,-1
5604,2,2,4,4,4,2,2,1
5605,2,3,4,4,4,3,1,-1
5606,2,3,4,4,-1,4,2,3
5607,2,3,2,3,4,2,4,-1
5608,2,3,3,4,4,3,2,1
5609,2,2,3,5,4,2,-1,1
5610,2,2,2,3,1,5,2,-1
5611,2,3,3,1,3,1,2,2
5612,2,2,2,4,2,3,4,-1
5613,2,2,2,3,3,3,3,3
5614,2,3,3,-1,3,-1,3,-1
5615,2,3,2,-1,2,-1,2,-1
5616,2,1,1,1,1,1,1,2
5617,2,2,2,5,3,1,1,1
5618,2,1,4,-1,1,-1,2,-1
5619,2,2,2,4,3,3,4,4
5620,2,2,3,2,3,3,2,3
5621,2,1,2,-1,2,-1,3,-1
5622,2,1,4,-1,4,-1,2,-1
5623,2,1,1,-1,2,-1,3,-1
5624,2,2,3,5,3,5,3,3
5625,2,3,2,-1,3,-1,4,-1
5626,2,2,2,2,4,2,4,4
5627,2,2,1,4,1,4,4,2
5628,2,2,2,4,2,3,4,3
5629,2,2,1,-1,1,-1,5,-1
5630,2,1,2,3,4,3,-1,1
5631,2,1,2,-1,4,-1,3,-1
5632,2,2,3,3,4,1,3,2
5633,2,2,3,-1,4,-1,3,-1
5634,2,2,3,-1,3,-1,2,-1
5635,2,2,2,4,1,1,2,-1
5636,2,2,2,3,2,1,2,3
5637,2,2,1,2,4,1,2,2
5638,2,2,2,4,3,1,2,3
5639,2,3,4,-1,4,-1,3,-1
5640,2,1,2,3,3,3,1,1
5641,2,2,4,5,3,1,1,-1
5642,2,3,1,4,3,3,3,3
5643,2,1,3,-1,4,-1,1,-1
5644,2,2,3,4,3,4,2,3
5645,2,4,3,-1,3,-1,1,-1
5646,2,3,2,4,3,2,2,-1
5647,2,2,3,4,3,2,3,1
5648,2,2,2,2,1,1,1,-1
5649,2,3,2,1,2,5,3,3
5650,2,1,2,5,1,1,1,-1
5651,2,3,4,2,1,4,2,4
5652,2,3,1,2,1,2,2,-1
5653,2,3,1,1,2,2,1,-1
5654,2,1,2,3,2,1,1,3
5655,2,3,2,2,4,2,3,1
5656,2,3,4,4,5,1,4,-1
5657,2,2,2,4,3,4,3,3
5658,2,2,3,4,2,2,2,4
5659,2,3,2,5,4,3,4,2
5660,2,1,3,3,3,1,1,2
5661,2,1,2,-1,2,-1,1,-1
5662,2,1,1,-1,1,-1,4,-1
5663,2,2,4,-1,4,-1,4,-1
5664,2,1,1,4,1,3,3,2
5665,2,3,2,-1,3,-1,3,-1
5666,2,2,4,4,3,1,3,3
5667,2,3,3,-1,4,-1,3,-1
5668,2,1,1,-1,1,-1,2,-1
5669,2,2,1,1,2,2,1,-1
5670,2,2,4,4,4,3,3,2
5671,2,3,2,2,2,3,2,1
5672,2,2,2,5,3,3,3,3
5673,2,3,5,4,5,2,5,-1
5674,2,2,2,2,1,2,2,1
5675,2,4,3,-1,4,-1,1,-1
5676,2,-1,2,3,2,2,2,-1
5677,2,3,2,2,4,5,4,1
5678,2,3,2,4,2,4,3,-1
5679,2,2,3,2,3,4,3,3
5680,2,3,2,1,4,4,4,2
5681,2,3,2,3,2,1,2,1
5682,2,4,2,3,2,5,5,4
5683,2,2,4,3,4,2,2,-1
5684,2,3,2,3,2,3,2,3
5685,2,1,1,-1,2,-1,2,-1
5686,2,1,2,5,2,3,-1,3
5687,2,2,1,3,2,1,1,1
5688,2,1,2,-1,2,-1,2,-1
5689,2,3,4,3,4,1,3,4
5690,2,2,1,3,2,3,3,3
5691,2,3,3,4,4,3,4,-1
5692,2,2,2,4,3,2,2,3
5693,2,3,3,4,3,2,3,-1
5694,2,1,2,3,3,3,1,-1
5695,2,4,2,5,3,5,4,3
5696,2,2,4,5,4,1,3,-1
5697,2,3,3,5,3,2,3,3
5698,2,1,1,5,1,4,3,3
5699,2,2,3,1,4,3,2,-1
5700,2,2,1,3,2,4,2,3
5701,2,3,2,-1,4,-1,2,-1
5702,2,2,2,1,3,3,3,3
5703,2,2,2,-1,2,-1,1,-1
5704,2,3,2,-1,3,-1,3,-1
5705,2,2,1,-1,5,-1,3,-1
5706,2,2,2,4,3,2,2,1
5707,2,3,3,3,2,3,3,1
5708,2,3,2,4,2,1,1,3
5709,2,1,3,3,3,1,3,3
5710,2,1,3,-1,3,-1,1,-1
5711,2,2,3,4,4,1,4,3
5712,2,2,3,1,4,3,2,5
5713,2,4,4,5,5,2,5,4
5714,2,2,2,5,5,3,3,2
5715,2,4,5,-1,5,-1,2,-1
5716,2,2,3,4,5,5,5,4
5717,2,2,3,5,4,3,1,2
5718,2,2,3,-1,2,-1,3,-1
5719,2,2,1,5,1,2,2,1
5720,2,1,2,5,3,2,4,-1
5721,2,2,2,4,3,5,-1,-1
5722,2,2,3,3,2,3,2,2
5723,2,1,4,3,3,1,1,2
5724,2,3,5,4,5,4,5,-1
5725,2,3,2,-1,2,-1,2,-1
5726,2,4,4,4,4,4,4,-1
5727,2,3,2,3,3,5,3,-1
5728,2,2,2,-1,2,-1,2,-1
5729,2,2,3,4,1,3,1,3
5730,2,2,2,2,4,3,3,3
5731,2,3,3,-1,2,-1,2,-1
5732,2,2,4,2,4,2,3,4
5733,2,2,2,1,3,4,3,-1
5734,2,2,2,5,2,4,2,2
5735,2,2,1,3,1,3,3,-1
5736,2,3,2,-1,4,-1,1,-1
5737,2,2,3,-1,3,-1,1,-1
5738,2,1,2,-1,3,-1,2,-1
5739,2,2,2,1,2,4,-1,1
5740,2,2,2,4,2,3,3,2
5741,2,3,3,2,3,1,1,-1
5742,2,2,3,3,3,1,1,3
5743,2,2,3,5,3,2,2,-1
5744,2,2,2,-1,2,-1,2,-1
5745,2,3,2,-1,3,-1,4,-1
5746,2,2,1,2,1,1,1,2
5747,2,3,5,-1,5,-1,3,-1
5748,2,2,1,2,3,1,3,-1
5749,2,2,2,-1,2,-1,1,-1
5750,2,2,3,4,3,4,4,3
5751,2,2,2,3,3,3,3,1
5752,2,3,4,4,3,2,2,-1
5753,2,3,3,2,2,5,3,-1
5754,2,3,2,3,5,5,5,-1
5755,2,1,4,1,2,2,2,2
5756,2,2,2,3,4,1,2,-1
5757,2,2,2,4,2,1,1,-1
5758,2,2,3,-1,3,-1,2,-1
5759,2,2,1,-1,2,-1,3,-1
5760,2,2,1,3,1,4,-1,-1
5761,2,4,2,-1,1,-1,3,-1
5762,2,1,4,-1,2,-1,1,-1
5763,2,2,5,2,5,4,1,4
5764,2,1,4,-1,3,-1,2,-1
5765,2,2,2,4,5,5,5,1
5766,2,2,2,4,2,1,2,1
5767,2,1,2,5,3,3,3,-1
5768,2,2,3,2,4,5,3,4
5769,2,1,2,4,3,1,1,2
5770,2,2,4,-1,3,-1,2,-1
5771,2,2,2,-1,2,-1,2,-1
5772,2,3,2,-1,2,-1,3,-1
5773,2,3,4,4,4,3,2,1
5774,2,2,1,-1,1,-1,3,-1
5775,2,2,4,3,3,1,2,3
5776,2,5,3,-1,4,-1,4,-1
5777,2,2,3,5,3,2,3,-1
5778,2,2,3,5,1,5,2,1
5779,2,1,2,4,3,5,1,2
5780,2,2,1,5,3,5,4,-1
5781,2,2,2,4,4,2,2,2
5782,2,2,4,4,2,3,2,-1
5783,2,3,4,4,3,3,2,-1
5784,2,2,1,2,2,2,4,1
5785,2,2,1,4,3,3,3,-1
5786,2,2,2,3,2,2,2,1
5787,2,4,3,-1,2,-1,3,-1
5788,2,2,2,-1,2,-1,2,-1
5789,2,2,1,3,1,4,4,-1
5790,2,2,2,3,4,3,3,-1
5791,2,2,4,4,4,5,4,3
5792,2,1,4,2,4,1,1,1
5793,2,1,1,4,2,1,2,3
5794,2,2,2,4,3,5,4,3
5795,2,1,4,5,3,4,3,2
5796,2,4,4,-1,4,-1,4,-1
5797,2,2,2,4,4,4,3,-1
5798,2,2,2,3,3,1,3,-1
5799,2,2,1,4,3,3,3,-1
5800,2,1,2,2,1,3,2,2
5801,2,2,2,5,3,4,4,3
5802,2,3,2,5,1,3,2,1
5803,2,2,1,5,1,3,3,1
5804,2,2,1,4,1,4,4,-1
5805,2,4,4,-1,4,-1,3,-1
5806,2,4,4,4,5,1,4,4
5807,2,1,1,5,2,3,2,3
5808,2,2,4,3,4,3,4,2
5809,2,3,4,-1,3,-1,3,-1
5810,2,2,2,4,4,4,3,3
5811,2,4,4,3,4,3,3,4
5812,2,3,3,2,3,3,2,3
5813,2,2,2,5,4,4,5,2
5814,2,3,3,-1,5,-1,3,-1
5815,2,2,1,4,3,3,3,-1
5816,2,-1,3,1,4,2,3,-1
5817,2,2,3,3,3,4,4,3
5818,2,2,1,-1,3,-1,2,-1
5819,2,1,2,-1,1,-1,1,-1
5820,2,2,2,4,4,3,3,3
5821,2,1,2,-1,3,-1,3,-1
5822,2,3,3,-1,3,-1,3,-1
5823,2,1,1,4,3,3,3,-1
5824,2,2,1,-1,3,-1,1,-1
5825,2,2,3,5,4,3,1,-1
5826,2,2,2,5,2,5,5,4
5827,2,3,2,4,3,2,2,3
5828,2,2,2,4,4,1,3,-1
5829,2,2,2,4,2,1,2,-1
5830,2,2,4,-1,4,-1,3,-1
5831,2,2,3,5,3,1,1,-1
5832,2,2,2,3,2,5,4,3
5833,2,2,3,3,4,3,2,-1
5834,2,2,2,2,2,2,1,-1
5835,2,2,4,4,5,3,4,-1
5836,2,1,2,-1,2,-1,1,-1
5837,2,2,3,1,3,3,3,3
5838,2,4,4,3,4,1,2,3
5839,2,2,2,-1,3,-1,3,-1
5840,2,2,3,5,3,1,1,2
5841,2,2,2,-1,4,-1,3,-1
5842,2,1,2,-1,2,-1,3,-1
5843,2,2,3,5,3,3,2,-1
5844,2,2,2,5,2,5,5,-1
5845,2,1,1,3,1,2,3,-1
5846,2,3,3,4,2,4,4,-1
5847,2,2,2,3,1,3,3,3
5848,2,2,3,-1,3,-1,2,-1
5849,2,3,5,4,3,3,2,4
5850,2,2,4,2,4,5,4,-1
5851,2,2,2,1,2,1,2,2
5852,2,2,1,3,3,2,2,2
5853,2,2,3,4,3,3,2,2
5854,2,2,1,3,3,3,3,3
5855,2,2,1,-1,3,-1,2,-1
5856,2,2,2,4,3,3,2,3
5857,2,5,2,-1,3,-1,3,-1
5858,2,2,2,-1,2,-1,2,-1
5859,2,1,2,-1,2,-1,2,-1
5860,2,2,2,-1,2,-1,3,-1
5861,2,-1,2,3,3,2,3,3
5862,2,4,2,2,2,3,3,-1
5863,2,2,1,4,1,4,4,2
5864,2,2,2,2,2,2,2,2
5865,2,1,2,-1,2,-1,1,-1
5866,2,3,3,4,3,4,3,3
5867,2,2,3,3,3,3,3,3
5868,2,2,2,2,4,5,4,-1
5869,2,4,2,-1,2,-1,3,-1
5870,2,5,5,5,5,3,1,-1
5871,2,3,3,1,4,4,5,3
5872,2,3,4,5,5,1,3,4
5873,2,2,2,3,4,3,4,1
5874,2,2,2,1,2,3,2,2
5875,2,1,1,-1,3,-1,4,-1
5876,2,2,4,3,3,3,3,-1
5877,2,2,3,2,3,3,4,2
5878,2,1,4,4,4,2,2,3
5879,2,2,2,4,3,3,3,3
5880,2,1,4,-1,5,-1,3,-1
5881,2,3,2,2,3,2,3,-1
5882,2,3,3,1,4,4,3,3
5883,2,2,2,2,3,3,3,3
5884,2,1,3,2,3,3,2,2
5885,2,2,2,4,2,3,4,-1
5886,2,1,4,3,3,3,1,-1
5887,2,3,5,-1,5,-1,5,-1
5888,2,1,3,-1,3,-1,3,-1
5889,2,3,3,-1,3,-1,2,-1
5890,2,1,1,3,1,1,1,1
5891,2,2,3,3,2,3,2,-1
5892,2,2,5,5,5,2,5,-1
5893,2,2,1,3,3,4,2,-1
5894,2,2,2,3,2,4,2,4
5895,2,2,1,5,2,4,-1,-1
5896,2,1,4,4,4,4,1,4
5897,2,3,2,2,2,4,4,2
5898,2,2,2,2,2,2,2,2
5899,2,2,5,3,5,2,1,-1
5900,2,2,2,4,2,3,2,3
5901,2,4,3,-1,4,-1,2,-1
5902,2,2,2,4,2,3,2,4
5903,2,2,2,2,4,1,3,2
5904,2,2,4,3,4,4,4,4
5905,2,1,1,5,2,2,-1,3
5906,2,2,2,5,3,4,4,-1
5907,2,2,2,3,2,2,3,3
5908,2,2,3,5,3,2,5,-1
5909,2,3,4,4,4,1,1,1
5910,2,2,2,2,2,2,3,-1
5911,2,3,3,2,3,1,4,-1
5912,2,2,3,3,4,3,4,3
5913,2,2,5,3,2,2,2,2
5914,2,2,1,3,1,3,2,-1
5915,2,2,2,-1,2,-1,1,-1
5916,2,2,1,3,2,2,2,2
5917,2,2,2,3,3,3,3,3
5918,2,2,2,-1,2,-1,2,-1
5919,2,4,3,-1,4,-1,4,-1
5920,2,2,1,3,1,1,1,-1
5921,2,2,1,-1,1,-1,2,3
5922,2,4,2,-1,1,-1,1,-1
5923,2,2,2,-1,2,-1,3,-1
5924,2,4,5,2,5,1,-1,5
5925,2,3,3,1,4,4,3,3
5926,2,3,3,-1,3,-1,3,-1
5927,2,2,3,4,4,3,4,-1
5928,2,2,4,4,3,3,2,3
5929,2,2,4,-1,5,-1,3,-1
5930,2,2,1,4,5,2,1,-1
5931,2,2,3,-1,3,-1,4,-1
5932,2,2,2,4,2,1,1,-1
5933,2,2,4,-1,4,-1,4,-1
5934,2,2,3,2,3,2,3,2
5935,2,3,3,-1,3,-1,3,-1
5936,2,2,3,4,4,1,1,3
5937,2,2,4,1,5,5,5,-1
5938,2,2,1,3,3,3,2,3
5939,2,2,2,3,2,3,3,2
5940,2,1,1,2,1,2,2,2
5941,2,2,3,4,4,1,3,3
5942,2,2,3,3,4,5,4,3
5943,2,3,2,-1,3,-1,3,-1
5944,2,2,1,-1,1,-1,2,-1
5945,2,3,-1,4,4,4,1,-1
5946,2,2,2,4,4,3,-1,4
5947,2,2,3,5,3,4,2,2
5948,2,2,4,4,5,3,1,5
5949,2,2,4,4,3,2,1,3
5950,2,4,3,5,3,3,4,-1
5951,2,2,2,4,3,3,1,-1
5952,2,3,1,3,1,3,4,4
5953,2,2,1,1,2,2,3,-1
5954,2,2,3,4,2,1,2,-1
5955,2,2,2,2,2,2,2,2
5956,2,3,2,-1,2,-1,1,-1
5957,2,2,2,4,2,3,3,-1
5958,2,2,2,4,2,3,2,-1
5959,2,1,2,3,3,3,3,3
5960,2,3,5,5,4,4,3,-1
5961,2,2,3,5,2,4,2,-1
5962,2,3,1,2,2,2,2,1
5963,2,1,1,5,2,4,2,4
5964,2,3,3,5,2,3,1,2
5965,2,1,1,4,4,1,1,3
5966,2,2,2,3,5,3,3,-1
5967,2,3,2,3,2,3,3,-1
5968,2,4,2,2,2,3,1,2
5969,2,1,2,-1,3,-1,2,-1
5970,2,1,3,-1,3,-1,4,-1
5971,2,2,2,4,4,4,1,4
5972,2,2,2,2,5,1,2,3
5973,2,1,4,4,4,1,-1,-1
5974,2,4,4,4,4,1,1,-1
5975,2,2,3,-1,3,-1,2,-1
5976,2,3,3,5,5,3,3,-1
5977,2,2,-1,4,1,2,-1,-1
5978,2,2,1,-1,2,-1,2,-1
5979,2,2,1,4,2,4,-1,-1
5980,2,2,2,5,4,3,4,-1
5981,2,3,2,-1,3,-1,3,-1
5982,2,2,4,4,4,3,2,4
5983,2,2,2,-1,1,-1,1,-1
5984,2,2,3,-1,2,-1,2,-1
5985,2,2,3,-1,2,-1,2,-1
5986,2,2,3,4,3,1,3,3
5987,2,3,1,2,3,3,3,-1
5988,2,3,2,5,3,5,4,-1
5989,2,3,1,5,1,4,2,-1
5990,2,2,4,5,2,2,2,-1
5991,2,1,2,-1,1,-1,2,-1
5992,2,2,2,4,1,3,2,-1
5993,2,2,1,-1,1,-1,2,-1
5994,2,2,4,-1,5,-1,3,-1
5995,2,2,2,4,2,3,4,-1
5996,2,2,3,3,5,1,-1,-1
5997,2,2,2,3,2,3,3,3
5998,2,1,1,-1,5,-1,2,-1
5999,2,1,3,4,4,1,-1,3
6000,2,2,1,3,3,4,5,2
6001,2,1,1,2,2,3,3,1
6002,2,3,2,-1,2,-1,2,-1
6003,2,1,2,-1,2,-1,3,-1
6004,2,2,2,3,3,2,4,3
6005,2,2,2,3,2,1,1,-1
6006,2,3,2,-1,4,-1,2,-1
6007,2,1,2,-1,2,-1,2,-1
6008,2,4,2,-1,3,-1,2,-1
6009,2,2,3,-1,3,-1,2,-1
6010,2,2,2,2,4,4,4,-1
6011,2,1,2,-1,4,-1,3,-1
6012,2,3,1,3,2,1,2,2
6013,2,5,4,3,4,3,4,2
6014,2,2,1,2,4,3,1,1
6015,2,3,2,2,3,2,3,4
6016,2,1,1,4,1,5,4,-1
6017,2,1,2,2,4,1,1,4
6018,2,3,4,-1,3,-1,3,-1
6019,2,2,4,-1,4,-1,2,-1
6020,2,1,3,-1,1,-1,4,-1
6021,2,4,2,4,2,3,2,3
6022,2,2,2,1,3,3,3,2
6023,2,2,1,2,1,3,1,3
6024,2,2,3,3,4,2,4,2
6025,2,1,1,5,3,2,1,1
6026,2,2,2,3,1,4,3,-1
6027,2,2,3,4,2,3,3,-1
6028,2,2,3,1,4,4,4,1
6029,2,2,2,3,2,1,2,1
6030,2,2,3,4,3,3,3,-1
6031,2,2,1,3,1,3,1,-1
6032,2,2,2,-1,3,-1,3,-1
6033,2,3,1,2,1,3,3,3
6034,2,2,4,3,3,2,3,2
6035,2,3,2,-1,4,-1,3,-1
6036,2,1,4,-1,4,-1,1,-1
6037,2,3,3,5,4,2,3,3
6038,2,2,2,5,3,4,4,-1
6039,2,2,2,3,2,3,3,1
6040,2,3,1,4,2,4,4,3
6041,2,2,2,4,4,1,2,-1
6042,2,2,4,3,3,5,2,3
6043,2,2,2,2,4,3,3,-1
6044,2,5,4,3,5,5,5,-1
6045,2,2,2,5,3,2,1,-1
6046,2,2,1,5,2,4,5,2
6047,2,1,5,5,5,4,4,4
6048,2,2,2,-1,3,-1,2,-1
6049,2,2,2,4,2,3,1,1
6050,2,4,4,4,3,1,3,-1
6051,2,2,3,3,4,3,-1,1
6052,2,1,2,-1,3,-1,2,-1
6053,2,1,1,2,3,3,3,3
6054,2,2,2,4,2,3,2,-1
6055,2,2,2,3,2,2,1,4
6056,2,1,2,-1,3,-1,2,-1
6057,2,3,2,2,4,2,3,4
6058,2,2,2,-1,4,-1,3,-1
6059,2,1,1,-1,4,-1,2,-1
6060,2,2,1,-1,2,-1,3,-1
6061,2,2,4,3,2,2,4,5
6062,2,3,2,3,3,3,4,3
6063,2,2,2,4,4,5,5,4
6064,2,2,2,-1,3,-1,2,-1
6065,2,2,2,2,3,2,2,1
6066,2,3,3,-1,4,-1,4,-1
6067,2,2,2,5,2,1,1,1
6068,2,3,1,5,2,3,2,2
6069,2,2,3,5,3,3,3,-1
6070,2,4,4,-1,5,-1,1,-1
6071,2,2,2,5,4,1,2,-1
6072,2,2,1,4,1,2,2,1
6073,2,2,3,4,3,2,4,-1
6074,2,2,3,2,5,5,1,2
6075,2,3,3,-1,3,-1,4,-1
6076,2,2,3,2,3,3,4,-1
6077,2,2,2,5,2,3,4,2
6078,2,2,4,4,4,2,1,-1
6079,2,2,4,3,3,3,2,2
6080,2,2,4,4,5,4,2,5
6081,2,3,1,-1,2,-1,2,-1
6082,2,2,2,5,3,3,2,3
6083,2,1,1,3,1,1,1,-1
6084,2,3,3,-1,4,-1,3,-1
6085,2,2,1,5,1,3,3,4
6086,2,2,2,4,3,3,1,2
6087,2,2,4,3,4,1,3,-1
6088,2,3,2,3,2,3,3,2
6089,2,2,2,4,2,1,5,-1
6090,2,2,4,1,4,3,3,2
6091,2,3,3,4,3,1,2,-1
6092,2,2,1,5,3,3,2,-1
6093,2,2,4,-1,3,-1,2,-1
6094,2,3,3,3,3,2,3,-1
6095,2,2,1,4,1,2,2,1
6096,2,2,2,3,1,1,2,2
6097,2,3,2,4,3,3,3,-1
6098,2,2,5,5,4,4,4,4
6099,2,2,2,-1,2,-1,3,-1
6100,2,1,4,-1,4,-1,1,-1
6101,2,3,3,-1,4,-1,1,-1
6102,2,3,2,5,5,4,3,2
6103,2,2,2,3,2,3,3,-1
6104,2,1,3,4,3,3,3,-1
6105,2,3,2,4,3,3,3,3
6106,2,2,2,-1,3,-1,3,-1
6107,2,2,2,5,3,1,1,3
6108,2,1,1,2,2,3,4,-1
6109,2,2,1,4,2,2,2,1
6110,2,2,3,-1,3,-1,2,-1
6111,2,2,3,4,3,3,4,1
6112,2,3,2,-1,2,-1,3,-1
6113,2,2,2,4,2,2,2,-1
6114,2,2,3,2,2,2,-1,4
6115,2,3,3,-1,3,-1,4,-1
6116,2,4,5,-1,5,-1,5,-1
6117,2,2,2,3,3,3,2,1
6118,2,2,2,4,3,1,2,-1
6119,2,2,2,2,3,2,2,1
6120,2,3,2,2,4,2,5,3
6121,2,1,2,5,5,1,1,-1
6122,2,2,3,4,4,2,3,4
6123,2,2,3,4,2,2,2,-1
6124,2,3,3,3,2,4,2,2
6125,2,1,1,4,3,3,2,2
6126,2,4,2,-1,3,-1,4,-1
6127,2,4,3,-1,1,-1,4,-1
6128,2,2,2,4,2,3,2,2
6129,2,2,1,4,2,1,2,1
6130,2,2,5,5,5,4,5,1
6131,2,3,2,-1,3,-1,1,-1
6132,2,3,3,-1,3,-1,2,-1
6133,2,2,4,4,4,4,4,-1
6134,2,2,5,4,5,1,1,-1
6135,2,2,2,-1,4,-1,4,-1
6136,2,2,2,2,2,1,1,1
6137,2,3,2,-1,4,-1,3,-1
6138,2,4,5,3,3,1,1,4
6139,2,2,4,2,2,2,1,3
6140,2,3,3,3,3,2,2,-1
6141,2,2,2,3,3,3,3,-1
6142,2,2,3,-1,4,-1,1,-1
6143,2,2,1,3,3,3,-1,3
6144,2,3,4,-1,4,-1,1,-1
6145,2,1,2,-1,2,-1,2,-1
6146,2,2,1,4,3,5,4,-1
6147,2,2,4,5,5,3,4,-1
6148,2,1,2,4,2,1,2,1
6149,2,3,2,3,3,2,3,-1
6150,2,1,3,4,2,2,3,-1
6151,2,4,1,-1,2,-1,3,-1
